order_id,customer_id,order_placement_date,on_time,in_full,otif
FMR34422403,789422,01-Mar-22,0,0,0
FMR33422301,789422,01-Mar-22,0,0,0
FMR32422503,789422,01-Mar-22,0,0,0
FMR32422302,789422,01-Mar-22,0,0,0
FMR32121301,789121,01-Mar-22,0,0,0
FMR32121603,789121,01-Mar-22,0,0,0
FMR32420602,789420,01-Mar-22,0,0,0
FMR33420301,789420,01-Mar-22,0,0,0
FMR34520302,789520,01-Mar-22,0,0,0
FMR33520502,789520,01-Mar-22,0,0,0
FMR34520503,789520,01-Mar-22,0,0,0
FMR34520602,789520,01-Mar-22,0,0,0
FMR33520601,789520,01-Mar-22,0,0,0
FMR32520302,789520,01-Mar-22,0,0,0
FMR32421203,789421,01-Mar-22,0,0,0
FMR33421203,789421,01-Mar-22,0,0,0
FMR32421102,789421,01-Mar-22,0,0,0
FMR33421301,789421,01-Mar-22,0,0,0
FMR34421601,789421,01-Mar-22,0,0,0
FMR32421603,789421,01-Mar-22,0,0,0
FMR34122102,789122,01-Mar-22,0,0,0
FMR33122402,789122,01-Mar-22,0,0,0
FMR33122301,789122,01-Mar-22,0,0,0
FMR34122601,789122,01-Mar-22,0,0,0
FMR34122303,789122,01-Mar-22,0,0,0
FMR32122401,789122,01-Mar-22,0,0,0
FMR34422101,789422,01-Mar-22,0,1,0
FMR32422401,789422,01-Mar-22,0,1,0
FMR32301302,789301,01-Mar-22,0,1,0
FMR34301103,789301,01-Mar-22,0,1,0
FMR32102202,789102,01-Mar-22,0,1,0
FMR33720503,789720,01-Mar-22,0,1,0
FMR34720303,789720,01-Mar-22,0,1,0
FMR34320102,789320,01-Mar-22,0,1,0
FMR33320503,789320,01-Mar-22,0,1,0
FMR32320202,789320,01-Mar-22,0,1,0
FMR32603203,789603,01-Mar-22,0,1,0
FMR33603603,789603,01-Mar-22,0,1,0
FMR34603401,789603,01-Mar-22,0,1,0
FMR34721103,789721,01-Mar-22,0,1,0
FMR33321601,789321,01-Mar-22,0,1,0
FMR32321103,789321,01-Mar-22,0,1,0
FMR32221402,789221,01-Mar-22,0,1,0
FMR33221402,789221,01-Mar-22,0,1,0
FMR32202402,789202,01-Mar-22,0,1,0
FMR33621102,789621,01-Mar-22,0,1,0
FMR34621601,789621,01-Mar-22,0,1,0
FMR33621302,789621,01-Mar-22,0,1,0
FMR34902102,789902,01-Mar-22,0,1,0
FMR34101201,789101,01-Mar-22,0,1,0
FMR33101202,789101,01-Mar-22,0,1,0
FMR34401402,789401,01-Mar-22,0,1,0
FMR33402203,789402,01-Mar-22,0,1,0
FMR32601303,789601,01-Mar-22,0,1,0
FMR32522301,789522,01-Mar-22,0,1,0
FMR33522103,789522,01-Mar-22,0,1,0
FMR33521502,789521,01-Mar-22,0,1,0
FMR32521302,789521,01-Mar-22,0,1,0
FMR32521202,789521,01-Mar-22,0,1,0
FMR34121203,789121,01-Mar-22,0,1,0
FMR34121303,789121,01-Mar-22,0,1,0
FMR33420203,789420,01-Mar-22,0,1,0
FMR34420402,789420,01-Mar-22,0,1,0
FMR32420102,789420,01-Mar-22,0,1,0
FMR33420101,789420,01-Mar-22,0,1,0
FMR34420501,789420,01-Mar-22,0,1,0
FMR33402303,789402,01-Mar-22,1,1,1
FMR33622502,789622,01-Mar-22,1,1,1
FMR34221301,789221,01-Mar-22,1,1,1
FMR32221303,789221,01-Mar-22,1,1,1
FMR33721603,789721,01-Mar-22,1,1,1
FMR32320302,789320,01-Mar-22,1,1,1
FMR34320602,789320,01-Mar-22,1,1,1
FMR34503502,789503,01-Mar-22,1,1,1
FMR34501203,789501,01-Mar-22,1,1,1
FMR32501201,789501,01-Mar-22,1,1,1
FMR34401102,789401,01-Mar-22,1,1,1
FMR34401503,789401,01-Mar-22,1,1,1
FMR32401103,789401,01-Mar-22,1,1,1
FMR32720302,789720,01-Mar-22,1,1,1
FMR33720202,789720,01-Mar-22,1,1,1
FMR33720501,789720,01-Mar-22,1,1,1
FMR32902402,789902,01-Mar-22,1,1,1
FMR34902202,789902,01-Mar-22,1,1,1
FMR34220601,789220,01-Mar-22,1,1,1
FMR32220602,789220,01-Mar-22,1,1,1
FMR33621603,789621,01-Mar-22,1,1,1
FMR32621103,789621,01-Mar-22,1,1,1
FMR34101301,789101,01-Mar-22,1,1,1
FMR32101601,789101,01-Mar-22,1,1,1
FMR32321201,789321,01-Mar-22,1,1,1
FMR32203402,789203,01-Mar-22,1,1,1
FMR34203601,789203,01-Mar-22,1,1,1
FMR32102102,789102,01-Mar-22,1,1,1
FMR33102601,789102,01-Mar-22,1,1,1
FMR32201502,789201,01-Mar-22,1,1,1
FMR33420603,789420,01-Mar-22,1,1,1
FMR32121403,789121,01-Mar-22,1,1,1
FMR33121302,789121,01-Mar-22,1,1,1
FMR32422301,789422,01-Mar-22,1,1,1
FMR33521202,789521,01-Mar-22,1,1,1
FMR34122103,789122,01-Mar-22,1,1,1
FMR32403401,789403,01-Mar-22,1,1,1
FMR34202301,789202,01-Mar-22,1,1,1
FMR33303501,789303,01-Mar-22,1,1,1
FMR32303603,789303,01-Mar-22,1,1,1
FMR33703603,789703,01-Mar-22,1,1,1
FMR33703303,789703,01-Mar-22,1,1,1
FMR32703401,789703,01-Mar-22,1,1,1
FMR34603302,789603,01-Mar-22,1,1,1
FMR33103301,789103,02-Mar-22,1,0,0
FMR35103601,789103,02-Mar-22,1,0,0
FMR33903503,789903,02-Mar-22,1,0,0
FMR34903403,789903,02-Mar-22,1,0,0
FMR35903601,789903,02-Mar-22,1,0,0
FMR35903202,789903,02-Mar-22,1,0,0
FMR33702602,789702,02-Mar-22,1,0,0
FMR34702601,789702,02-Mar-22,1,0,0
FMR33601203,789601,02-Mar-22,1,0,0
FMR34601501,789601,02-Mar-22,1,0,0
FMR35601601,789601,02-Mar-22,1,0,0
FMR33601601,789601,02-Mar-22,1,0,0
FMR33301502,789301,02-Mar-22,1,0,0
FMR34301101,789301,02-Mar-22,1,0,0
FMR33101501,789101,02-Mar-22,1,0,0
FMR33102403,789102,02-Mar-22,1,0,0
FMR34102403,789102,02-Mar-22,1,0,0
FMR35902601,789902,02-Mar-22,1,0,0
FMR33902503,789902,02-Mar-22,1,0,0
FMR34902602,789902,02-Mar-22,1,0,0
FMR35201303,789201,02-Mar-22,1,0,0
FMR34202502,789202,02-Mar-22,1,0,0
FMR33202403,789202,02-Mar-22,1,0,0
FMR35321603,789321,02-Mar-22,1,0,0
FMR33321303,789321,02-Mar-22,1,0,0
FMR33402602,789402,02-Mar-22,1,0,0
FMR34720601,789720,02-Mar-22,1,0,0
FMR35720302,789720,02-Mar-22,1,0,0
FMR35221203,789221,02-Mar-22,1,0,0
FMR33703601,789703,02-Mar-22,1,0,0
FMR35401203,789401,02-Mar-22,1,0,0
FMR33401301,789401,02-Mar-22,1,0,0
FMR35622603,789622,02-Mar-22,1,0,0
FMR34320402,789320,02-Mar-22,1,0,0
FMR35320402,789320,02-Mar-22,1,0,0
FMR35320601,789320,02-Mar-22,1,0,0
FMR34721601,789721,02-Mar-22,1,0,0
FMR33721102,789721,02-Mar-22,1,0,0
FMR33122503,789122,02-Mar-22,1,0,0
FMR35122602,789122,02-Mar-22,1,0,0
FMR33220402,789220,02-Mar-22,1,0,0
FMR35220201,789220,02-Mar-22,1,0,0
FMR34220501,789220,02-Mar-22,1,0,0
FMR33220101,789220,02-Mar-22,1,0,0
FMR33520203,789520,02-Mar-22,1,0,0
FMR35520502,789520,02-Mar-22,1,0,0
FMR33520303,789520,02-Mar-22,1,0,0
FMR33501602,789501,02-Mar-22,1,0,0
FMR34501403,789501,02-Mar-22,1,0,0
FMR35501601,789501,02-Mar-22,1,0,0
FMR33503603,789503,02-Mar-22,1,0,0
FMR35503502,789503,02-Mar-22,1,0,0
FMR34503602,789503,02-Mar-22,1,0,0
FMR33403103,789403,02-Mar-22,1,0,0
FMR35303601,789303,02-Mar-22,1,0,0
FMR33303403,789303,02-Mar-22,1,0,0
FMR34303303,789303,02-Mar-22,1,0,0
FMR35121602,789121,02-Mar-22,1,0,0
FMR35422501,789422,02-Mar-22,1,0,0
FMR33203502,789203,02-Mar-22,0,0,0
FMR34101302,789101,02-Mar-22,0,0,0
FMR35603402,789603,02-Mar-22,0,0,0
FMR33301202,789301,02-Mar-22,0,0,0
FMR34503301,789503,02-Mar-22,0,0,0
FMR35903201,789903,02-Mar-22,0,0,0
FMR33903303,789903,02-Mar-22,0,0,0
FMR34702403,789702,02-Mar-22,0,0,0
FMR34521301,789521,02-Mar-22,0,0,0
FMR34521603,789521,02-Mar-22,0,0,0
FMR35522602,789522,02-Mar-22,0,0,0
FMR33422103,789422,02-Mar-22,0,0,0
FMR34121603,789121,02-Mar-22,0,0,0
FMR35420102,789420,02-Mar-22,0,0,0
FMR33420302,789420,02-Mar-22,0,0,0
FMR33420602,789420,02-Mar-22,0,0,0
FMR33520402,789520,02-Mar-22,0,0,0
FMR34421402,789421,02-Mar-22,0,0,0
FMR35421602,789421,02-Mar-22,0,0,0
FMR34421603,789421,02-Mar-22,0,0,0
FMR35122502,789122,02-Mar-22,0,0,0
FMR34122403,789122,02-Mar-22,0,0,0
FMR34122202,789122,02-Mar-22,0,0,0
FMR35122202,789122,02-Mar-22,0,0,0
FMR35422503,789422,02-Mar-22,0,1,0
FMR34422503,789422,02-Mar-22,0,1,0
FMR33422302,789422,02-Mar-22,0,1,0
FMR35422303,789422,02-Mar-22,0,1,0
FMR34422202,789422,02-Mar-22,0,1,0
FMR35301503,789301,02-Mar-22,0,1,0
FMR33301602,789301,02-Mar-22,0,1,0
FMR34301501,789301,02-Mar-22,0,1,0
FMR33102402,789102,02-Mar-22,0,1,0
FMR35102301,789102,02-Mar-22,0,1,0
FMR34102601,789102,02-Mar-22,0,1,0
FMR35122302,789122,02-Mar-22,0,1,0
FMR35303503,789303,02-Mar-22,0,1,0
FMR35321301,789321,02-Mar-22,0,1,0
FMR35321303,789321,02-Mar-22,0,1,0
FMR34321101,789321,02-Mar-22,0,1,0
FMR33520201,789520,02-Mar-22,0,1,0
FMR34520201,789520,02-Mar-22,0,1,0
FMR33503203,789503,02-Mar-22,0,1,0
FMR34202202,789202,02-Mar-22,0,1,0
FMR34621102,789621,02-Mar-22,0,1,0
FMR33621402,789621,02-Mar-22,0,1,0
FMR33621303,789621,02-Mar-22,0,1,0
FMR34201601,789201,02-Mar-22,0,1,0
FMR35401201,789401,02-Mar-22,0,1,0
FMR34522401,789522,02-Mar-22,0,1,0
FMR34522303,789522,02-Mar-22,0,1,0
FMR34522603,789522,02-Mar-22,0,1,0
FMR33522603,789522,02-Mar-22,0,1,0
FMR35521303,789521,02-Mar-22,0,1,0
FMR33521501,789521,02-Mar-22,0,1,0
FMR33521603,789521,02-Mar-22,0,1,0
FMR34521103,789521,02-Mar-22,0,1,0
FMR33121403,789121,02-Mar-22,0,1,0
FMR34121401,789121,02-Mar-22,0,1,0
FMR33121101,789121,02-Mar-22,0,1,0
FMR35121202,789121,02-Mar-22,0,1,0
FMR34420403,789420,02-Mar-22,0,1,0
FMR34420302,789420,02-Mar-22,0,1,0
FMR35402501,789402,02-Mar-22,1,1,1
FMR34402603,789402,02-Mar-22,1,1,1
FMR34402503,789402,02-Mar-22,1,1,1
FMR35402603,789402,02-Mar-22,1,1,1
FMR33622402,789622,02-Mar-22,1,1,1
FMR34221203,789221,02-Mar-22,1,1,1
FMR33221401,789221,02-Mar-22,1,1,1
FMR34221601,789221,02-Mar-22,1,1,1
FMR34721301,789721,02-Mar-22,1,1,1
FMR35721103,789721,02-Mar-22,1,1,1
FMR33320502,789320,02-Mar-22,1,1,1
FMR35501401,789501,02-Mar-22,1,1,1
FMR34401603,789401,02-Mar-22,1,1,1
FMR33720403,789720,02-Mar-22,1,1,1
FMR35220102,789220,02-Mar-22,1,1,1
FMR35621302,789621,02-Mar-22,1,1,1
FMR35621202,789621,02-Mar-22,1,1,1
FMR34101203,789101,02-Mar-22,1,1,1
FMR35101502,789101,02-Mar-22,1,1,1
FMR34321502,789321,02-Mar-22,1,1,1
FMR33321503,789321,02-Mar-22,1,1,1
FMR35321101,789321,02-Mar-22,1,1,1
FMR33203403,789203,02-Mar-22,1,1,1
FMR34203602,789203,02-Mar-22,1,1,1
FMR35203601,789203,02-Mar-22,1,1,1
FMR35102401,789102,02-Mar-22,1,1,1
FMR35301401,789301,02-Mar-22,1,1,1
FMR34201502,789201,02-Mar-22,1,1,1
FMR33201403,789201,02-Mar-22,1,1,1
FMR35420402,789420,02-Mar-22,1,1,1
FMR35121203,789121,02-Mar-22,1,1,1
FMR34121502,789121,02-Mar-22,1,1,1
FMR33522303,789522,02-Mar-22,1,1,1
FMR34522101,789522,02-Mar-22,1,1,1
FMR35522103,789522,02-Mar-22,1,1,1
FMR33422203,789422,02-Mar-22,1,1,1
FMR34521403,789521,02-Mar-22,1,1,1
FMR33521601,789521,02-Mar-22,1,1,1
FMR34521401,789521,02-Mar-22,1,1,1
FMR35702603,789702,02-Mar-22,1,1,1
FMR35702202,789702,02-Mar-22,1,1,1
FMR33103603,789103,02-Mar-22,1,1,1
FMR34403602,789403,02-Mar-22,1,1,1
FMR33403601,789403,02-Mar-22,1,1,1
FMR34202203,789202,02-Mar-22,1,1,1
FMR35202603,789202,02-Mar-22,1,1,1
FMR35303101,789303,02-Mar-22,1,1,1
FMR35703502,789703,02-Mar-22,1,1,1
FMR34703601,789703,02-Mar-22,1,1,1
FMR34603203,789603,02-Mar-22,1,1,1
FMR33603502,789603,02-Mar-22,1,1,1
FMR34603601,789603,02-Mar-22,1,1,1
FMR35603601,789603,02-Mar-22,1,1,1
FMR35603302,789603,02-Mar-22,1,1,1
FMR34103602,789103,03-Mar-22,1,0,0
FMR35103502,789103,03-Mar-22,1,0,0
FMR36103201,789103,03-Mar-22,1,0,0
FMR35903203,789903,03-Mar-22,1,0,0
FMR34903401,789903,03-Mar-22,1,0,0
FMR34903502,789903,03-Mar-22,1,0,0
FMR36903501,789903,03-Mar-22,1,0,0
FMR34702402,789702,03-Mar-22,1,0,0
FMR35702503,789702,03-Mar-22,1,0,0
FMR34601603,789601,03-Mar-22,1,0,0
FMR35601602,789601,03-Mar-22,1,0,0
FMR34301401,789301,03-Mar-22,1,0,0
FMR35301103,789301,03-Mar-22,1,0,0
FMR36203203,789203,03-Mar-22,1,0,0
FMR35203502,789203,03-Mar-22,1,0,0
FMR35621403,789621,03-Mar-22,1,0,0
FMR36621202,789621,03-Mar-22,1,0,0
FMR34621603,789621,03-Mar-22,1,0,0
FMR34101603,789101,03-Mar-22,1,0,0
FMR36101401,789101,03-Mar-22,1,0,0
FMR34102503,789102,03-Mar-22,1,0,0
FMR36102401,789102,03-Mar-22,1,0,0
FMR35201601,789201,03-Mar-22,1,0,0
FMR34201603,789201,03-Mar-22,1,0,0
FMR35202601,789202,03-Mar-22,1,0,0
FMR35321502,789321,03-Mar-22,1,0,0
FMR34402501,789402,03-Mar-22,1,0,0
FMR35402602,789402,03-Mar-22,1,0,0
FMR35720603,789720,03-Mar-22,1,0,0
FMR34720603,789720,03-Mar-22,1,0,0
FMR35221403,789221,03-Mar-22,1,0,0
FMR34221503,789221,03-Mar-22,1,0,0
FMR35703102,789703,03-Mar-22,1,0,0
FMR36703601,789703,03-Mar-22,1,0,0
FMR34622502,789622,03-Mar-22,1,0,0
FMR34721603,789721,03-Mar-22,1,0,0
FMR35220303,789220,03-Mar-22,1,0,0
FMR36520502,789520,03-Mar-22,1,0,0
FMR36520602,789520,03-Mar-22,1,0,0
FMR34501601,789501,03-Mar-22,1,0,0
FMR36503402,789503,03-Mar-22,1,0,0
FMR35603603,789603,03-Mar-22,1,0,0
FMR36603501,789603,03-Mar-22,1,0,0
FMR34603603,789603,03-Mar-22,1,0,0
FMR34403502,789403,03-Mar-22,1,0,0
FMR35403302,789403,03-Mar-22,1,0,0
FMR36421601,789421,03-Mar-22,1,0,0
FMR35303203,789303,03-Mar-22,1,0,0
FMR36303602,789303,03-Mar-22,1,0,0
FMR36521603,789521,03-Mar-22,1,0,0
FMR35121302,789121,03-Mar-22,1,0,0
FMR34422602,789422,03-Mar-22,1,0,0
FMR34420201,789420,03-Mar-22,1,0,0
FMR35420302,789420,03-Mar-22,1,0,0
FMR36202203,789202,03-Mar-22,0,0,0
FMR36320402,789320,03-Mar-22,0,0,0
FMR36902601,789902,03-Mar-22,0,0,0
FMR36721101,789721,03-Mar-22,0,0,0
FMR34102401,789102,03-Mar-22,0,0,0
FMR34221603,789221,03-Mar-22,0,0,0
FMR36501103,789501,03-Mar-22,0,0,0
FMR34503103,789503,03-Mar-22,0,0,0
FMR34103302,789103,03-Mar-22,0,0,0
FMR35601102,789601,03-Mar-22,0,0,0
FMR34903101,789903,03-Mar-22,0,0,0
FMR35903401,789903,03-Mar-22,0,0,0
FMR35702601,789702,03-Mar-22,0,0,0
FMR35521602,789521,03-Mar-22,0,0,0
FMR34521502,789521,03-Mar-22,0,0,0
FMR36521302,789521,03-Mar-22,0,0,0
FMR35522403,789522,03-Mar-22,0,0,0
FMR35522601,789522,03-Mar-22,0,0,0
FMR36121203,789121,03-Mar-22,0,0,0
FMR36121402,789121,03-Mar-22,0,0,0
FMR35121503,789121,03-Mar-22,0,0,0
FMR36420602,789420,03-Mar-22,0,0,0
FMR35520602,789520,03-Mar-22,0,0,0
FMR36520301,789520,03-Mar-22,0,0,0
FMR34520103,789520,03-Mar-22,0,0,0
FMR34421502,789421,03-Mar-22,0,0,0
FMR35421502,789421,03-Mar-22,0,0,0
FMR36421403,789421,03-Mar-22,0,0,0
FMR34421503,789421,03-Mar-22,0,0,0
FMR35421103,789421,03-Mar-22,0,0,0
FMR34122503,789122,03-Mar-22,0,0,0
FMR35122102,789122,03-Mar-22,0,0,0
FMR36122602,789122,03-Mar-22,0,0,0
FMR34122502,789122,03-Mar-22,0,0,0
FMR36122601,789122,03-Mar-22,0,0,0
FMR36122503,789122,03-Mar-22,0,0,0
FMR35122303,789122,03-Mar-22,0,0,0
FMR34122603,789122,03-Mar-22,0,0,0
FMR34422601,789422,03-Mar-22,0,1,0
FMR36422101,789422,03-Mar-22,0,1,0
FMR36301301,789301,03-Mar-22,0,1,0
FMR36421202,789421,03-Mar-22,0,1,0
FMR36720402,789720,03-Mar-22,0,1,0
FMR35303401,789303,03-Mar-22,0,1,0
FMR35320303,789320,03-Mar-22,0,1,0
FMR36603503,789603,03-Mar-22,0,1,0
FMR34321201,789321,03-Mar-22,0,1,0
FMR35321302,789321,03-Mar-22,0,1,0
FMR36221402,789221,03-Mar-22,0,1,0
FMR35520102,789520,03-Mar-22,0,1,0
FMR35503602,789503,03-Mar-22,0,1,0
FMR34622301,789622,03-Mar-22,0,1,0
FMR35202201,789202,03-Mar-22,0,1,0
FMR35220402,789220,03-Mar-22,0,1,0
FMR36103301,789103,03-Mar-22,0,1,0
FMR36522603,789522,03-Mar-22,0,1,0
FMR36522401,789522,03-Mar-22,0,1,0
FMR36521203,789521,03-Mar-22,0,1,0
FMR34521402,789521,03-Mar-22,0,1,0
FMR36521602,789521,03-Mar-22,0,1,0
FMR35521601,789521,03-Mar-22,0,1,0
FMR35420303,789420,03-Mar-22,0,1,0
FMR35420101,789420,03-Mar-22,0,1,0
FMR36420603,789420,03-Mar-22,0,1,0
FMR36402101,789402,03-Mar-22,1,1,1
FMR35622301,789622,03-Mar-22,1,1,1
FMR36622503,789622,03-Mar-22,1,1,1
FMR36221602,789221,03-Mar-22,1,1,1
FMR34721101,789721,03-Mar-22,1,1,1
FMR35721603,789721,03-Mar-22,1,1,1
FMR36721103,789721,03-Mar-22,1,1,1
FMR34320502,789320,03-Mar-22,1,1,1
FMR36320503,789320,03-Mar-22,1,1,1
FMR35320602,789320,03-Mar-22,1,1,1
FMR35503501,789503,03-Mar-22,1,1,1
FMR34503601,789503,03-Mar-22,1,1,1
FMR35503202,789503,03-Mar-22,1,1,1
FMR36501502,789501,03-Mar-22,1,1,1
FMR36501201,789501,03-Mar-22,1,1,1
FMR35501101,789501,03-Mar-22,1,1,1
FMR35401403,789401,03-Mar-22,1,1,1
FMR34401302,789401,03-Mar-22,1,1,1
FMR36401501,789401,03-Mar-22,1,1,1
FMR36720503,789720,03-Mar-22,1,1,1
FMR34902603,789902,03-Mar-22,1,1,1
FMR35902302,789902,03-Mar-22,1,1,1
FMR34220502,789220,03-Mar-22,1,1,1
FMR36220401,789220,03-Mar-22,1,1,1
FMR35101401,789101,03-Mar-22,1,1,1
FMR34321403,789321,03-Mar-22,1,1,1
FMR34203501,789203,03-Mar-22,1,1,1
FMR35102403,789102,03-Mar-22,1,1,1
FMR36301201,789301,03-Mar-22,1,1,1
FMR36420503,789420,03-Mar-22,1,1,1
FMR36121602,789121,03-Mar-22,1,1,1
FMR34121101,789121,03-Mar-22,1,1,1
FMR36522103,789522,03-Mar-22,1,1,1
FMR35521501,789521,03-Mar-22,1,1,1
FMR36702502,789702,03-Mar-22,1,1,1
FMR35122603,789122,03-Mar-22,1,1,1
FMR36601503,789601,03-Mar-22,1,1,1
FMR36403201,789403,03-Mar-22,1,1,1
FMR35403501,789403,03-Mar-22,1,1,1
FMR36202603,789202,03-Mar-22,1,1,1
FMR34202601,789202,03-Mar-22,1,1,1
FMR34303603,789303,03-Mar-22,1,1,1
FMR34703403,789703,03-Mar-22,1,1,1
FMR36703303,789703,03-Mar-22,1,1,1
FMR36603602,789603,03-Mar-22,1,1,1
FMR35103503,789103,04-Mar-22,1,0,0
FMR35103603,789103,04-Mar-22,1,0,0
FMR36103603,789103,04-Mar-22,1,0,0
FMR35903603,789903,04-Mar-22,1,0,0
FMR37903502,789903,04-Mar-22,1,0,0
FMR36903503,789903,04-Mar-22,1,0,0
FMR37702402,789702,04-Mar-22,1,0,0
FMR36702603,789702,04-Mar-22,1,0,0
FMR37702501,789702,04-Mar-22,1,0,0
FMR36601602,789601,04-Mar-22,1,0,0
FMR35601501,789601,04-Mar-22,1,0,0
FMR37601501,789601,04-Mar-22,1,0,0
FMR35301602,789301,04-Mar-22,1,0,0
FMR37301603,789301,04-Mar-22,1,0,0
FMR36203401,789203,04-Mar-22,1,0,0
FMR36621603,789621,04-Mar-22,1,0,0
FMR35101603,789101,04-Mar-22,1,0,0
FMR36102503,789102,04-Mar-22,1,0,0
FMR35102603,789102,04-Mar-22,1,0,0
FMR37102302,789102,04-Mar-22,1,0,0
FMR37202501,789202,04-Mar-22,1,0,0
FMR35321601,789321,04-Mar-22,1,0,0
FMR37321501,789321,04-Mar-22,1,0,0
FMR36321603,789321,04-Mar-22,1,0,0
FMR36402603,789402,04-Mar-22,1,0,0
FMR35402402,789402,04-Mar-22,1,0,0
FMR37720502,789720,04-Mar-22,1,0,0
FMR36720501,789720,04-Mar-22,1,0,0
FMR36221203,789221,04-Mar-22,1,0,0
FMR37221303,789221,04-Mar-22,1,0,0
FMR36221303,789221,04-Mar-22,1,0,0
FMR35703601,789703,04-Mar-22,1,0,0
FMR37703602,789703,04-Mar-22,1,0,0
FMR37401602,789401,04-Mar-22,1,0,0
FMR35622402,789622,04-Mar-22,1,0,0
FMR36622502,789622,04-Mar-22,1,0,0
FMR37320601,789320,04-Mar-22,1,0,0
FMR36320603,789320,04-Mar-22,1,0,0
FMR35320401,789320,04-Mar-22,1,0,0
FMR35721502,789721,04-Mar-22,1,0,0
FMR36122203,789122,04-Mar-22,1,0,0
FMR35122201,789122,04-Mar-22,1,0,0
FMR37220301,789220,04-Mar-22,1,0,0
FMR36220601,789220,04-Mar-22,1,0,0
FMR35220401,789220,04-Mar-22,1,0,0
FMR35520301,789520,04-Mar-22,1,0,0
FMR36501203,789501,04-Mar-22,1,0,0
FMR35501402,789501,04-Mar-22,1,0,0
FMR36501601,789501,04-Mar-22,1,0,0
FMR36503501,789503,04-Mar-22,1,0,0
FMR37603101,789603,04-Mar-22,1,0,0
FMR36403401,789403,04-Mar-22,1,0,0
FMR35403602,789403,04-Mar-22,1,0,0
FMR37403503,789403,04-Mar-22,1,0,0
FMR35421403,789421,04-Mar-22,1,0,0
FMR37521602,789521,04-Mar-22,1,0,0
